프로젝트,모블록번호,블록번호,stage,기능,a2,모듈,취부장_total,취부장_butt,취부장_fillet,용접장_total,용접장_butt,용접장_fillet,작업량,작업량_단위,심출_계량,취부_계량,용접_계량,사상_계량,기타_계량,total_계량,심출_기준,취부_기준,용접_기준,사상_기준,기타_기준,total_기준,원본파일명
SN2424,K58FM,K583A,30,D,HK583ASF0300,ALWGLF,641.9,438.8,203.1,432.8,321.7,111.1,80,EA,80.96,161.92,397.44,73.6,22.08,736,64.77,129.54,317.95,58.88,17.66,588.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K583A,30,D,HK583ASF0300,MHSWT,668.5,354.1,314.4,504.9,258.0,246.9,26,TON,63.47,126.94,311.58,57.7,17.31,577,50.78,101.55,249.26,46.16,13.85,461.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K583A,30,D,HK583ASF0300,YXXKBZT,560.9,314.8,246.1,342.1,154.7,187.4,70,EA,107.8,215.6,529.2,98.0,29.4,980,86.24,172.48,423.36,78.4,23.52,784.0,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K583A,30,D,HK583ASF0300,TSKFJGZ,493.6,431.0,62.6,638.2,222.2,416.0,58,TON,54.12,108.24,265.68,49.2,14.76,492,43.3,86.59,212.54,39.36,11.81,393.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K583A,40,D,HK583ASF0400,TSKFJGZ,666.8,272.7,394.1,503.6,171.2,332.4,56,M,66.33,132.66,325.62,60.3,18.09,603,53.06,106.13,260.5,48.24,14.47,482.4,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K583A,40,D,HK583ASF0400,MHSWT,380.6,175.0,205.6,633.1,355.6,277.5,85,LOT,66.22,132.44,325.08,60.2,18.06,602,52.98,105.95,260.06,48.16,14.45,481.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K583A,40,D,HK583ASF0400,ALWGLF,632.1,240.4,391.7,459.3,252.7,206.6,76,LOT,66.66,133.32,327.24,60.6,18.18,606,53.33,106.66,261.79,48.48,14.54,484.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K583A,40,D,HK583ASF0400,ANMUVLG,487.9,296.8,191.1,619.3,441.1,178.2,76,EA,14.08,28.16,69.12,12.8,3.84,128,11.26,22.53,55.3,10.24,3.07,102.4,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K583A,40,D,HK583ASF0400,YXXKBZT,297.9,101.3,196.6,657.4,373.8,283.6,81,TON,97.13,194.26,476.82,88.3,26.49,883,77.7,155.41,381.46,70.64,21.19,706.4,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,30,D,HK584HSF0300,ALWGLF,505.0,190.5,314.5,458.2,149.0,309.2,11,EA,77.66,155.32,381.24,70.6,21.18,706,62.13,124.26,304.99,56.48,16.94,564.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,30,D,HK584HSF0300,TSKFJGZ,493.4,397.6,95.8,383.3,117.9,265.4,59,LOT,15.18,30.36,74.52,13.8,4.14,138,12.14,24.29,59.62,11.04,3.31,110.4,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,30,D,HK584HSF0300,YXXKBZT,687.8,277.2,410.6,485.0,156.6,328.4,3,TON,77.22,154.44,379.08,70.2,21.06,702,61.78,123.55,303.26,56.16,16.85,561.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,30,D,HK584HSF0300,ANMUVLG,407.2,201.1,206.1,652.3,279.0,373.3,89,M,22.22,44.44,109.08,20.2,6.06,202,17.78,35.55,87.26,16.16,4.85,161.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,30,D,HK584HSF0300,MHSWT,435.5,184.4,251.1,541.8,356.0,185.8,39,TON,80.19,160.38,393.66,72.9,21.87,729,64.15,128.3,314.93,58.32,17.5,583.2,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,40,D,HK584HSF0400,YXXKBZT,233.9,164.9,69.0,659.3,448.5,210.8,80,EA,36.41,72.82,178.74,33.1,9.93,331,29.13,58.26,142.99,26.48,7.94,264.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,40,D,HK584HSF0400,TSKFJGZ,618.4,337.1,281.3,446.0,286.7,159.3,68,LOT,74.8,149.6,367.2,68.0,20.4,680,59.84,119.68,293.76,54.4,16.32,544.0,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,40,D,HK584HSF0400,ANMUVLG,409.7,220.8,188.9,460.2,80.7,379.5,39,LOT,67.76,135.52,332.64,61.6,18.48,616,54.21,108.42,266.11,49.28,14.78,492.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,40,D,HK584HSF0400,ALWGLF,490.7,315.4,175.3,366.2,215.7,150.5,59,M,68.97,137.94,338.58,62.7,18.81,627,55.18,110.35,270.86,50.16,15.05,501.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K584H,40,D,HK584HSF0400,MHSWT,703.5,402.4,301.1,381.1,256.5,124.6,28,LOT,67.21,134.42,329.94,61.1,18.33,611,53.77,107.54,263.95,48.88,14.66,488.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,50,D,HK58FMSF0500,MHSWT,304.8,195.7,109.1,434.3,110.2,324.1,56,LOT,44.77,89.54,219.78,40.7,12.21,407,35.82,71.63,175.82,32.56,9.77,325.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,50,D,HK58FMSF0500,TSKFJGZ,559.6,177.5,382.1,207.2,75.8,131.4,35,TON,57.42,114.84,281.88,52.2,15.66,522,45.94,91.87,225.5,41.76,12.53,417.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,50,D,HK58FMSF0500,ANMUVLG,461.0,308.4,152.6,502.8,290.5,212.3,20,M,23.76,47.52,116.64,21.6,6.48,216,19.01,38.02,93.31,17.28,5.18,172.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,50,D,HK58FMSF0500,ALWGLF,429.9,61.1,368.8,418.4,174.2,244.2,55,EA,60.06,120.12,294.84,54.6,16.38,546,48.05,96.1,235.87,43.68,13.1,436.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,50,D,HK58FMSF0500,YXXKBZT,289.9,130.8,159.1,427.6,61.7,365.9,85,M,42.24,84.48,207.36,38.4,11.52,384,33.79,67.58,165.89,30.72,9.22,307.2,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,60,D,HK58FMSF0600,ALWGLF,344.8,175.6,169.2,507.4,75.4,432.0,86,EA,51.92,103.84,254.88,47.2,14.16,472,41.54,83.07,203.9,37.76,11.33,377.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,60,D,HK58FMSF0600,TSKFJGZ,594.7,208.8,385.9,531.5,387.1,144.4,95,EA,75.24,150.48,369.36,68.4,20.52,684,60.19,120.38,295.49,54.72,16.42,547.2,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,60,D,HK58FMSF0600,MHSWT,640.4,258.8,381.6,852.5,429.9,422.6,64,EA,39.27,78.54,192.78,35.7,10.71,357,31.42,62.83,154.22,28.56,8.57,285.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,60,D,HK58FMSF0600,ANMUVLG,244.1,145.2,98.9,554.4,372.7,181.7,95,LOT,76.78,153.56,376.92,69.8,20.94,698,61.42,122.85,301.54,55.84,16.75,558.4,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,60,D,HK58FMSF0600,YXXKBZT,719.9,372.3,347.6,561.4,424.2,137.2,23,M,22.99,45.98,112.86,20.9,6.27,209,18.39,36.78,90.29,16.72,5.02,167.2,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,70,D,HK58FMSF0700,TSKFJGZ,593.2,263.4,329.8,363.5,95.2,268.3,88,M,64.46,128.92,316.44,58.6,17.58,586,51.57,103.14,253.15,46.88,14.06,468.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,70,D,HK58FMSF0700,MHSWT,837.1,435.3,401.8,620.0,424.8,195.2,48,TON,91.52,183.04,449.28,83.2,24.96,832,73.22,146.43,359.42,66.56,19.97,665.6,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,70,D,HK58FMSF0700,YXXKBZT,495.1,58.4,436.7,678.9,292.3,386.6,7,M,85.58,171.16,420.12,77.8,23.34,778,68.46,136.93,336.1,62.24,18.67,622.4,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,70,D,HK58FMSF0700,ALWGLF,355.1,151.2,203.9,635.8,305.6,330.2,88,EA,102.41,204.82,502.74,93.1,27.93,931,81.93,163.86,402.19,74.48,22.34,744.8,SN2424_K58FM_dummy.xlsx
SN2424,K58FM,K58FM,70,D,HK58FMSF0700,ANMUVLG,408.6,264.0,144.6,280.1,227.0,53.1,33,TON,55.22,110.44,271.08,50.2,15.06,502,44.18,88.35,216.86,40.16,12.05,401.6,SN2424_K58FM_dummy.xlsx
SN2424,C82FX,C825Z,30,D,HC825ZSF0300,ISTQELQ,117.5,58.3,59.2,568.2,273.4,294.8,12,LOT,36.74,73.48,180.36,33.4,10.02,334,29.39,58.78,144.29,26.72,8.02,267.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C825Z,30,D,HC825ZSF0300,KQICE,459.8,129.3,330.5,327.9,117.5,210.4,77,TON,59.29,118.58,291.06,53.9,16.17,539,47.43,94.86,232.85,43.12,12.94,431.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C825Z,30,D,HC825ZSF0300,SNJPV,542.9,109.7,433.2,394.9,118.0,276.9,92,LOT,12.54,25.08,61.56,11.4,3.42,114,10.03,20.06,49.25,9.12,2.74,91.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C825Z,30,D,HC825ZSF0300,IVQUHCU,780.6,359.3,421.3,628.6,380.9,247.7,92,M,36.19,72.38,177.66,32.9,9.87,329,28.95,57.9,142.13,26.32,7.9,263.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C825Z,40,D,HC825ZSF0400,SNJPV,425.3,202.8,222.5,268.8,132.6,136.2,37,M,103.73,207.46,509.22,94.3,28.29,943,82.98,165.97,407.38,75.44,22.63,754.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C825Z,40,D,HC825ZSF0400,KQICE,430.7,217.3,213.4,274.5,108.4,166.1,31,LOT,40.48,80.96,198.72,36.8,11.04,368,32.38,64.77,158.98,29.44,8.83,294.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C825Z,40,D,HC825ZSF0400,ISTQELQ,610.8,412.9,197.9,557.0,323.7,233.3,61,M,12.1,24.2,59.4,11.0,3.3,110,9.68,19.36,47.52,8.8,2.64,88.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C825Z,40,D,HC825ZSF0400,MKVSWV,838.4,398.6,439.8,343.9,209.0,134.9,91,LOT,54.12,108.24,265.68,49.2,14.76,492,43.3,86.59,212.54,39.36,11.81,393.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,30,D,HC828TSF0300,KQICE,493.2,70.8,422.4,430.1,238.4,191.7,86,EA,79.2,158.4,388.8,72.0,21.6,720,63.36,126.72,311.04,57.6,17.28,576.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,30,D,HC828TSF0300,SNJPV,303.9,52.1,251.8,643.4,202.4,441.0,48,M,86.57,173.14,424.98,78.7,23.61,787,69.26,138.51,339.98,62.96,18.89,629.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,30,D,HC828TSF0300,IVQUHCU,711.0,437.2,273.8,436.3,282.2,154.1,64,TON,67.65,135.3,332.1,61.5,18.45,615,54.12,108.24,265.68,49.2,14.76,492.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,30,D,HC828TSF0300,ISTQELQ,504.0,401.2,102.8,439.1,176.9,262.2,34,EA,26.95,53.9,132.3,24.5,7.35,245,21.56,43.12,105.84,19.6,5.88,196.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,30,D,HC828TSF0300,MKVSWV,616.7,175.3,441.4,689.0,249.7,439.3,96,TON,42.57,85.14,208.98,38.7,11.61,387,34.06,68.11,167.18,30.96,9.29,309.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,40,D,HC828TSF0400,SNJPV,340.3,224.3,116.0,591.2,344.7,246.5,72,LOT,27.94,55.88,137.16,25.4,7.62,254,22.35,44.7,109.73,20.32,6.1,203.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,40,D,HC828TSF0400,KQICE,180.7,71.3,109.4,206.2,141.9,64.3,21,LOT,40.26,80.52,197.64,36.6,10.98,366,32.21,64.42,158.11,29.28,8.78,292.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,40,D,HC828TSF0400,ISTQELQ,672.7,224.6,448.1,487.2,420.9,66.3,91,LOT,51.15,102.3,251.1,46.5,13.95,465,40.92,81.84,200.88,37.2,11.16,372.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,40,D,HC828TSF0400,MKVSWV,328.1,233.1,95.0,447.1,337.9,109.2,12,M,50.27,100.54,246.78,45.7,13.71,457,40.22,80.43,197.42,36.56,10.97,365.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828T,40,D,HC828TSF0400,IVQUHCU,519.6,397.3,122.3,370.8,117.3,253.5,73,M,41.69,83.38,204.66,37.9,11.37,379,33.35,66.7,163.73,30.32,9.1,303.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,30,D,HC828RSF0300,IVQUHCU,678.1,357.3,320.8,465.3,404.9,60.4,88,EA,87.67,175.34,430.38,79.7,23.91,797,70.14,140.27,344.3,63.76,19.13,637.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,30,D,HC828RSF0300,MKVSWV,493.8,207.7,286.1,815.3,430.5,384.8,4,EA,28.27,56.54,138.78,25.7,7.71,257,22.62,45.23,111.02,20.56,6.17,205.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,30,D,HC828RSF0300,ISTQELQ,567.2,234.1,333.1,543.2,241.9,301.3,77,EA,41.25,82.5,202.5,37.5,11.25,375,33.0,66.0,162.0,30.0,9.0,300.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,30,D,HC828RSF0300,KQICE,249.3,181.8,67.5,530.1,298.9,231.2,94,M,93.39,186.78,458.46,84.9,25.47,849,74.71,149.42,366.77,67.92,20.38,679.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,30,D,HC828RSF0300,SNJPV,204.0,134.5,69.5,486.8,307.5,179.3,96,EA,17.16,34.32,84.24,15.6,4.68,156,13.73,27.46,67.39,12.48,3.74,124.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,40,D,HC828RSF0400,KQICE,557.2,121.2,436.0,481.9,396.2,85.7,27,M,106.92,213.84,524.88,97.2,29.16,972,85.54,171.07,419.9,77.76,23.33,777.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,40,D,HC828RSF0400,ISTQELQ,416.4,205.4,211.0,740.7,308.9,431.8,16,TON,28.27,56.54,138.78,25.7,7.71,257,22.62,45.23,111.02,20.56,6.17,205.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,40,D,HC828RSF0400,IVQUHCU,469.2,246.3,222.9,546.5,372.5,174.0,78,M,88.11,176.22,432.54,80.1,24.03,801,70.49,140.98,346.03,64.08,19.22,640.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,40,D,HC828RSF0400,MKVSWV,282.0,193.6,88.4,326.9,197.0,129.9,50,LOT,61.16,122.32,300.24,55.6,16.68,556,48.93,97.86,240.19,44.48,13.34,444.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828R,40,D,HC828RSF0400,SNJPV,447.5,157.4,290.1,305.1,86.1,219.0,79,M,52.47,104.94,257.58,47.7,14.31,477,41.98,83.95,206.06,38.16,11.45,381.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C827I,30,D,HC827ISF0300,ISTQELQ,629.6,320.6,309.0,757.8,335.5,422.3,81,EA,70.29,140.58,345.06,63.9,19.17,639,56.23,112.46,276.05,51.12,15.34,511.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C827I,30,D,HC827ISF0300,IVQUHCU,391.2,166.3,224.9,653.9,412.9,241.0,17,TON,27.72,55.44,136.08,25.2,7.56,252,22.18,44.35,108.86,20.16,6.05,201.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C827I,30,D,HC827ISF0300,KQICE,645.8,386.6,259.2,237.3,168.2,69.1,6,EA,19.58,39.16,96.12,17.8,5.34,178,15.66,31.33,76.9,14.24,4.27,142.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C827I,30,D,HC827ISF0300,MKVSWV,469.5,254.3,215.2,574.0,235.9,338.1,33,TON,102.52,205.04,503.28,93.2,27.96,932,82.02,164.03,402.62,74.56,22.37,745.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C827I,30,D,HC827ISF0300,SNJPV,234.6,151.9,82.7,347.0,251.4,95.6,60,M,85.47,170.94,419.58,77.7,23.31,777,68.38,136.75,335.66,62.16,18.65,621.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C827I,40,D,HC827ISF0400,ISTQELQ,569.8,400.7,169.1,516.9,284.9,232.0,58,TON,86.46,172.92,424.44,78.6,23.58,786,69.17,138.34,339.55,62.88,18.86,628.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C827I,40,D,HC827ISF0400,IVQUHCU,603.7,186.5,417.2,508.4,374.0,134.4,96,TON,19.8,39.6,97.2,18.0,5.4,180,15.84,31.68,77.76,14.4,4.32,144.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C827I,40,D,HC827ISF0400,KQICE,491.1,398.6,92.5,316.1,263.8,52.3,2,M,24.09,48.18,118.26,21.9,6.57,219,19.27,38.54,94.61,17.52,5.26,175.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C827I,40,D,HC827ISF0400,MKVSWV,546.4,312.3,234.1,525.1,212.0,313.1,78,LOT,94.82,189.64,465.48,86.2,25.86,862,75.86,151.71,372.38,68.96,20.69,689.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,30,D,HC824TSF0300,KQICE,189.1,85.1,104.0,502.7,126.3,376.4,25,EA,89.32,178.64,438.48,81.2,24.36,812,71.46,142.91,350.78,64.96,19.49,649.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,30,D,HC824TSF0300,SNJPV,443.1,133.7,309.4,534.2,309.9,224.3,69,M,81.51,163.02,400.14,74.1,22.23,741,65.21,130.42,320.11,59.28,17.78,592.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,30,D,HC824TSF0300,ISTQELQ,442.3,84.4,357.9,328.1,109.3,218.8,22,M,24.09,48.18,118.26,21.9,6.57,219,19.27,38.54,94.61,17.52,5.26,175.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,30,D,HC824TSF0300,MKVSWV,573.6,345.5,228.1,301.9,244.0,57.9,75,M,61.6,123.2,302.4,56.0,16.8,560,49.28,98.56,241.92,44.8,13.44,448.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,30,D,HC824TSF0300,IVQUHCU,408.3,130.5,277.8,453.9,383.5,70.4,14,LOT,11.88,23.76,58.32,10.8,3.24,108,9.5,19.01,46.66,8.64,2.59,86.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,40,D,HC824TSF0400,ISTQELQ,530.8,244.4,286.4,616.1,294.6,321.5,63,M,102.96,205.92,505.44,93.6,28.08,936,82.37,164.74,404.35,74.88,22.46,748.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,40,D,HC824TSF0400,SNJPV,597.0,335.7,261.3,395.1,218.8,176.3,35,LOT,18.15,36.3,89.1,16.5,4.95,165,14.52,29.04,71.28,13.2,3.96,132.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,40,D,HC824TSF0400,IVQUHCU,502.5,405.7,96.8,607.6,299.1,308.5,90,LOT,61.49,122.98,301.86,55.9,16.77,559,49.19,98.38,241.49,44.72,13.42,447.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,40,D,HC824TSF0400,MKVSWV,223.5,58.3,165.2,314.4,126.9,187.5,65,M,37.07,74.14,181.98,33.7,10.11,337,29.66,59.31,145.58,26.96,8.09,269.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C824T,40,D,HC824TSF0400,KQICE,609.1,285.1,324.0,810.1,418.7,391.4,85,LOT,91.52,183.04,449.28,83.2,24.96,832,73.22,146.43,359.42,66.56,19.97,665.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C822R,30,D,HC822RSF0300,SNJPV,738.3,368.4,369.9,686.5,387.8,298.7,89,EA,42.79,85.58,210.06,38.9,11.67,389,34.23,68.46,168.05,31.12,9.34,311.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C822R,30,D,HC822RSF0300,ISTQELQ,418.4,316.8,101.6,422.1,129.8,292.3,54,LOT,22.33,44.66,109.62,20.3,6.09,203,17.86,35.73,87.7,16.24,4.87,162.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C822R,30,D,HC822RSF0300,MKVSWV,305.3,171.5,133.8,126.1,68.8,57.3,46,M,40.37,80.74,198.18,36.7,11.01,367,32.3,64.59,158.54,29.36,8.81,293.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C822R,30,D,HC822RSF0300,KQICE,513.7,119.9,393.8,624.1,251.4,372.7,56,EA,48.95,97.9,240.3,44.5,13.35,445,39.16,78.32,192.24,35.6,10.68,356.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C822R,40,D,HC822RSF0400,MKVSWV,339.2,153.1,186.1,260.8,192.1,68.7,72,TON,109.78,219.56,538.92,99.8,29.94,998,87.82,175.65,431.14,79.84,23.95,798.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C822R,40,D,HC822RSF0400,IVQUHCU,799.9,408.5,391.4,691.2,399.5,291.7,91,EA,22.66,45.32,111.24,20.6,6.18,206,18.13,36.26,88.99,16.48,4.94,164.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C822R,40,D,HC822RSF0400,SNJPV,645.8,420.7,225.1,619.5,232.9,386.6,14,EA,23.43,46.86,115.02,21.3,6.39,213,18.74,37.49,92.02,17.04,5.11,170.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C822R,40,D,HC822RSF0400,ISTQELQ,446.2,379.4,66.8,394.2,92.2,302.0,27,TON,109.01,218.02,535.14,99.1,29.73,991,87.21,174.42,428.11,79.28,23.78,792.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C822R,40,D,HC822RSF0400,KQICE,279.6,112.8,166.8,479.0,226.6,252.4,13,M,93.5,187.0,459.0,85.0,25.5,850,74.8,149.6,367.2,68.0,20.4,680.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,30,D,HC828USF0300,SNJPV,441.9,225.6,216.3,505.7,357.6,148.1,61,TON,102.08,204.16,501.12,92.8,27.84,928,81.66,163.33,400.9,74.24,22.27,742.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,30,D,HC828USF0300,KQICE,283.2,164.7,118.5,492.5,156.4,336.1,47,M,57.64,115.28,282.96,52.4,15.72,524,46.11,92.22,226.37,41.92,12.58,419.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,30,D,HC828USF0300,IVQUHCU,462.0,110.6,351.4,360.0,218.7,141.3,55,LOT,101.31,202.62,497.34,92.1,27.63,921,81.05,162.1,397.87,73.68,22.1,736.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,30,D,HC828USF0300,ISTQELQ,826.4,417.2,409.2,687.2,430.7,256.5,47,EA,87.78,175.56,430.92,79.8,23.94,798,70.22,140.45,344.74,63.84,19.15,638.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,30,D,HC828USF0300,MKVSWV,585.1,227.0,358.1,594.0,337.1,256.9,11,TON,18.81,37.62,92.34,17.1,5.13,171,15.05,30.1,73.87,13.68,4.1,136.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,40,D,HC828USF0400,ISTQELQ,667.8,353.7,314.1,717.6,306.6,411.0,81,TON,17.49,34.98,85.86,15.9,4.77,159,13.99,27.98,68.69,12.72,3.82,127.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,40,D,HC828USF0400,MKVSWV,622.0,217.7,404.3,729.7,330.3,399.4,96,TON,92.18,184.36,452.52,83.8,25.14,838,73.74,147.49,362.02,67.04,20.11,670.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,40,D,HC828USF0400,KQICE,466.9,413.7,53.2,423.0,161.9,261.1,90,LOT,27.5,55.0,135.0,25.0,7.5,250,22.0,44.0,108.0,20.0,6.0,200.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,40,D,HC828USF0400,IVQUHCU,360.6,228.5,132.1,633.1,267.8,365.3,57,TON,84.37,168.74,414.18,76.7,23.01,767,67.5,134.99,331.34,61.36,18.41,613.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C828U,40,D,HC828USF0400,SNJPV,767.7,405.1,362.6,340.7,211.8,128.9,11,EA,44.88,89.76,220.32,40.8,12.24,408,35.9,71.81,176.26,32.64,9.79,326.4,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C821K,30,D,HC821KSF0300,SNJPV,390.2,135.5,254.7,361.2,174.9,186.3,21,EA,82.5,165.0,405.0,75.0,22.5,750,66.0,132.0,324.0,60.0,18.0,600.0,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C821K,30,D,HC821KSF0300,ISTQELQ,429.8,61.2,368.6,433.5,287.0,146.5,39,LOT,98.12,196.24,481.68,89.2,26.76,892,78.5,156.99,385.34,71.36,21.41,713.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C821K,30,D,HC821KSF0300,KQICE,539.0,444.8,94.2,273.2,74.0,199.2,65,TON,81.62,163.24,400.68,74.2,22.26,742,65.3,130.59,320.54,59.36,17.81,593.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C821K,30,D,HC821KSF0300,IVQUHCU,452.1,99.5,352.6,656.0,426.5,229.5,95,EA,75.46,150.92,370.44,68.6,20.58,686,60.37,120.74,296.35,54.88,16.46,548.8,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C821K,30,D,HC821KSF0300,MKVSWV,674.5,231.3,443.2,817.8,372.2,445.6,92,M,74.69,149.38,366.66,67.9,20.37,679,59.75,119.5,293.33,54.32,16.3,543.2,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C821K,40,D,HC821KSF0400,SNJPV,407.0,257.9,149.1,464.0,181.1,282.9,100,TON,103.62,207.24,508.68,94.2,28.26,942,82.9,165.79,406.94,75.36,22.61,753.6,SN2424_C82FX_dummy.xlsx
SN2424,C82FX,C821K,40,D,HC821KSF0400,KQICE,340.3,231.7,108.6,435.1,220.3,214.8,8,LOT,21.34,42.68,104.76,19.4,5.82,194,17.07,34.14,83.81,15.52,4.66,155.2,SN2424_C82FX_dummy.xlsx
